title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Action Plan for Promoting Big Data Development,2015-08-31,national,China,True,general,[],[],"['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Manufacturing', 'Public Administration, Social Security & Social Organizations', 'Transportation, Storage & Postal Services', 'Culture, Sports & Entertainment', 'Resident Services, Repair & Other Services']",[],[],Promotes big data development with limited privacy measures,False,data_protection/2_admin_regulations/国务院关于印发促进大数据发展行动纲要的通知(FBM-CLI.2.256434).txt,data_protection
Guiding Opinions of the General Office of the State Council on Establishing a Modern Hospital Management System,2017-07-14,national,China,True,general,[],[],['Health & Social Work'],[],[],,False,data_protection/2_admin_regulations/国务院办公厅关于建立现代医院管理制度的指导...(FBM-CLI.2.298716).txt,data_protection
Regulations on Network Data Security Management,2024-09-24,national,China,False,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulates network data security and personal information protection,True,data_protection/2_admin_regulations/网络数据安全管理条例(FBM-CLI.2.5232484).txt,data_protection
Guiding Opinions of the State Council on Strengthening Government Integrity,2016-12-22,national,China,True,general,[],[],[],[],[],,False,data_protection/2_admin_regulations/国务院关于加强政务诚信建设的指导意见(FBM-CLI.2.287803).txt,data_protection
Opinions of the CPC Central Committee and the State Council on Improving and Promoting the Consumption System and Mechanism to Further Stimulate Residents' Consumption Potential,2018-09-20,national,China,True,general,[],[],"['Wholesale & Retail Trade', 'Information Transmission, Software & IT Services', 'Health & Social Work', 'Education', 'Culture, Sports & Entertainment', 'Public Administration, Social Security & Social Organizations']",[],[],,False,data_protection/2_admin_regulations/中共中央、国务院关于完善促进消费体制机制 ...(FBM-CLI.16.321873).txt,data_protection
2006-2020 National Informatization Development Strategy,2006-03-19,national,China,True,general,[],[],"['Agriculture, Forestry, Animal Husbandry & Fishery', 'Manufacturing', 'Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services', 'Financial Intermediation', 'Education', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations', 'Culture, Sports & Entertainment']",[],[],Strategic plan promoting informatization and information security,False,data_protection/2_admin_regulations/中共中央办公厅、国务院办公厅关于印发《2006－...(FBM-CLI.16.76358).txt,data_protection
Notice of the State Council on Issuing the Overall Plans for Six Newly Established Pilot Free Trade Zones,2019-08-02,national,China,True,general,[],[],"['Manufacturing', 'Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations']",[],[],,False,data_protection/2_admin_regulations/国务院关于印发6个新设自由贸易试验区总体方...(FBM-CLI.2.335289).txt,data_protection
Opinions on Promoting the Healthy and Orderly Development of Mobile Internet,2017-01-01,national,China,True,general,[],[],"['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],[],"Promotes healthy, secure mobile internet development",False,data_protection/2_admin_regulations/中共中央办公厅、国务院办公厅印发《关于促进...(FBM-CLI.16.288732).txt,data_protection
Opinions on Promoting High-Quality Development of the Social Credit System to Facilitate the Formation of a New Development Pattern,2022-03-29,national,China,False,general,[],"['Security & Management', 'Cross-Border Transfer']","['Financial Intermediation', 'Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes credit system development with data protection measures,True,data_protection/2_admin_regulations/中共中央办公厅、国务院办公厅印发《关于推进...(FBM-CLI.16.5115443).txt,data_protection
2017 Q4 National Government Website Spot Check Report,2018-01-26,national,China,True,general,[],[],"['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",[],[],Report on government website management and security,False,data_protection/2_admin_regulations/2017年第四季度全国政府网站抽查情况通报(FBM-CLI.2.309901).txt,data_protection
Notice of the General Office of the State Council on Issuing the 2020 Government Affairs Disclosure Work Key Points,2020-06-21,national,China,True,general,[],[],[],[],[],,False,data_protection/2_admin_regulations/国务院办公厅关于印发2020年政务公开工作要点的...(FBM-CLI.2.343754).txt,data_protection
Notice of the State Council on Issuing the National Fitness Plan (2021-2025),2021-07-18,national,China,True,general,[],[],[],[],[],,False,data_protection/2_admin_regulations/国务院关于印发全民健身计划(2021—2025年)的通知(FBM-CLI.2.5054763).txt,data_protection
"Guiding Opinions of the State Council on Actively Promoting the ""Internet Plus"" Action",2015-07-01,national,China,True,general,[],[],"['Agriculture, Forestry, Animal Husbandry & Fishery', 'Manufacturing', 'Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Transportation, Storage & Postal Services', 'Public Administration, Social Security & Social Organizations']",[],[],Promotes internet integration and innovation without specific privacy measures,False,data_protection/2_admin_regulations/国务院关于积极推进“互联网 ”行动的指导意...(FBM-CLI.2.250823).txt,data_protection
The 8th Five-Year Plan for Legal Publicity and Education (2021-2025) forwarded by the CPC Central Committee and the State Council,2021-06-15,national,China,True,general,[],[],[],[],[],,False,data_protection/2_admin_regulations/中共中央、国务院转发《中央宣传部、司法部关...(FBM-CLI.16.5015288).txt,data_protection
The 14th Five-Year Plan for Market Regulation Modernization,2021-12-14,national,China,True,general,[],[],"['Manufacturing', 'Wholesale & Retail Trade', 'Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations', 'Education', 'Culture, Sports & Entertainment', 'Resident Services, Repair & Other Services']",[],[],Promotes market regulation modernization and consumer protection,False,data_protection/2_admin_regulations/国务院关于印发“十四五”市场监管现代化规划...(FBM-CLI.2.5113908).txt,data_protection
Several Opinions of the General Office of the State Council on the Construction of the Social Credit System,2007-03-23,national,China,True,general,[],[],[],[],[],,False,data_protection/2_admin_regulations/国务院办公厅关于社会信用体系建设的若干意见(FBM-CLI.2.89691).txt,data_protection
Overall Plan for High-Level Institutional Opening-up of China (Shanghai) Pilot Free Trade Zone to Fully Align with International High-Standard Trade Rules,2023-11-26,city,Shanghai City,False,general,[],"['Security & Management', 'Cross-Border Transfer']","['Financial Intermediation', 'Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services', 'Wholesale & Retail Trade', 'Health & Social Work']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing']",Promotes data security and cross-border data flow in Shanghai FTA,False,data_protection/2_admin_regulations/国务院关于印发《全面对接国际高标准经贸规则...(FBM-CLI.2.5183955).txt,data_protection
Several Opinions of the State Council on Promoting Information Consumption to Expand Domestic Demand,2013-08-08,national,China,True,general,[],[],"['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Public Administration, Social Security & Social Organizations']",[],[],Promotes info consumption and mentions personal information protection,False,data_protection/2_admin_regulations/国务院关于促进信息消费扩大内需的若干意见(FBM-CLI.2.208357).txt,data_protection
Guiding Opinions of the General Office of the State Council on Improving the Long-term Mechanism for Basic Medical Insurance Participation,2024-07-26,national,China,True,general,[],[],['Health & Social Work'],[],[],,False,data_protection/2_admin_regulations/国务院办公厅关于健全基本医疗保险参保长效机...(FBM-CLI.2.5228461).txt,data_protection
Guiding Opinions of the General Office of the State Council on Accelerating the Construction of High-Speed Broadband Networks and Promoting Network Speed Increase and Fee Reduction,2015-05-16,national,China,True,general,[],[],"['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],[],Policy to improve broadband infrastructure and reduce costs,False,data_protection/2_admin_regulations/国务院办公厅关于加快高速宽带网络建设推进网...(FBM-CLI.2.248648).txt,data_protection
Opinions of the General Office of the CPC Central Committee and the General Office of the State Council on Improving the Volunteer Service System in the New Era,2024-04-12,national,China,True,general,[],[],[],[],[],,False,data_protection/2_admin_regulations/中共中央办公厅、国务院办公厅关于健全新时代...(FBM-CLI.16.5191991).txt,data_protection
Notice of the General Office of the State Council on Issuing the Implementation Plan for the Integration and Sharing of Government Information Systems,2017-05-03,national,China,True,general,[],[],[],[],[],Promotes government data integration and sharing without specific privacy measures,False,data_protection/2_admin_regulations/国务院办公厅关于印发政务信息系统整合共享实...(FBM-CLI.2.294997).txt,data_protection
National Electronic Document Management Work Plan (2011-2015),2011-05-30,national,China,True,general,[],[],[],[],[],Promotes electronic document management and security,False,data_protection/2_admin_regulations/中共中央办公厅、国务院办公厅关于印发《国家...(FBM-CLI.16.306929).txt,data_protection
Opinions of the General Office of the State Council on Establishing a 'Good and Bad Review' System for Government Services to Improve Service Levels,2019-12-03,national,China,True,general,[],[],[],[],[],,False,data_protection/2_admin_regulations/国务院办公厅关于建立政务服务“好差评”制度...(FBM-CLI.2.337951).txt,data_protection
"Opinions of the General Office of the State Council on Promoting the Development of ""Internet + Healthcare""",2018-04-25,national,China,False,sensitive,[],"['Security & Management', 'Cross-Border Transfer', 'Incident Response & Notification']","['Health & Social Work', 'Information Transmission, Software & IT Services']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes data security and privacy in internet healthcare services,False,data_protection/2_admin_regulations/国务院办公厅关于促进“互联网 医疗健康”发...(FBM-CLI.2.314009).txt,data_protection
"Decision of the Standing Committee of the Shanghai Municipal People's Congress on Further Promoting and Guaranteeing the Construction of Urban Operation ""One Network Unified Management""",2022-05-24,city,Shanghai City,False,sensitive,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing']",Promotes urban digital governance and personal data protection,False,data_protection/3_local_regulations/上海市人民代表大会常务委员会关于进一步促进...(FBM-CLI.10.5109594).txt,data_protection
Decision of the Standing Committee of the Anhui Provincial People's Congress on Strengthening Procuratorial Public Interest Litigation,2020-11-13,provincial,Anhui Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/安徽省人民代表大会常务委员会关于加强检察公...(FBM-CLI.10.1656011).txt,data_protection
Zhejiang Province Audit Regulations (2023 Revision),2023-07-28,provincial,Zhejiang Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/浙江省审计条例(2023修订)(FBM-CLI.10.7055216).txt,data_protection
Decision of the Standing Committee of the People's Congress of Tibet Autonomous Region on Strengthening Procuratorial Public Interest Litigation in the New Era,2022-11-15,provincial,Tibet Autonomous Region,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/西藏自治区人民代表大会常务委员会关于加强新...(FBM-CLI.10.5638997).txt,data_protection
Guangdong Province Digital Economy Promotion Regulation,2021-07-30,provincial,Guangdong Province,False,general,[],['Security & Management'],"['Information Transmission, Software & IT Services', 'Manufacturing', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Transportation, Storage & Postal Services', 'Culture, Sports & Entertainment', 'Public Administration, Social Security & Social Organizations', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Wholesale & Retail Trade', 'Resident Services, Repair & Other Services', 'Scientific Research & Technical Services']",[],['Information Processing'],Promotes data security and digital economy development,False,data_protection/3_local_regulations/广东省数字经济促进条例(FBM-CLI.10.4218696).txt,data_protection
Shanghai Data Regulations,2021-11-25,city,Shanghai City,False,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Outsourced Processing']","['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Public Administration, Social Security & Social Organizations', 'Manufacturing', 'Transportation, Storage & Postal Services', 'Wholesale & Retail Trade', 'Culture, Sports & Entertainment', 'Resident Services, Repair & Other Services', 'Agriculture, Forestry, Animal Husbandry & Fishery']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']","Regulates data processing, protects personal information rights, ensures data security.",True,data_protection/3_local_regulations/上海市数据条例(FBM-CLI.10.4778830).txt,data_protection
Decision of Guangdong Provincial People's Congress Standing Committee on Implementing the Real-Name Registration System for Telecom Users,2015-12-30,provincial,Guangdong Province,False,general,[],"['Security & Management', 'Outsourced Processing', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Mandates real-name registration to protect telecom user identity information,False,data_protection/3_local_regulations/广东省人民代表大会常务委员会关于落实电信用...(FBM-CLI.10.1154065).txt,data_protection
Hebei Province Peace Construction Regulation (2024 Revision),2024-09-25,provincial,Hebei Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/河北省平安建设条例(2024修订)(FBM-CLI.10.7804359).txt,data_protection
Resolution of the Standing Committee of the People's Congress of Xinjiang Uygur Autonomous Region on Strengthening Legal Supervision of Procuratorial Organs in the New Era,2022-05-27,provincial,Xinjiang Uygur Autonomous Region,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/新疆维吾尔自治区人民代表大会常务委员会关于...(FBM-CLI.10.5127561).txt,data_protection
Hebei Province Informatization Regulation (2021 Revision),2021-03-31,provincial,Hebei Province,False,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Manufacturing', 'Transportation, Storage & Postal Services', 'Culture, Sports & Entertainment']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates informatization with privacy and data protection measures.,False,data_protection/3_local_regulations/河北省信息化条例(2021修订)(FBM-CLI.10.4134032).txt,data_protection
Wuhan Intelligent Connected Vehicle Development Promotion Regulation,2024-12-30,city,Wuhan City,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services', 'Manufacturing']",[],['Information Processing'],Promotes data security and personal information protection in intelligent vehicles,False,data_protection/3_local_regulations/武汉市智能网联汽车发展促进条例(FBM-CLI.10.8048476).txt,data_protection
Decision of the Standing Committee of the Jiangxi Provincial People's Congress on Strengthening Procuratorial Public Interest Litigation,2022-07-26,provincial,Jiangxi Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/江西省人民代表大会常务委员会关于加强检察公...(FBM-CLI.10.5488691).txt,data_protection
Beijing Autonomous Driving Vehicle Regulation,2024-12-31,city,Beijing City,False,general,[],"['Security & Management', 'Incident Response & Notification', 'Cross-Border Transfer']","['Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services', 'Manufacturing']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates autonomous vehicle data security and safety,True,data_protection/3_local_regulations/北京市自动驾驶汽车条例(FBM-CLI.10.8436903).txt,data_protection
Inner Mongolia Autonomous Region Social Credit Regulation,2024-07-25,provincial,Inner Mongolia Autonomous Region,False,general,"['Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Financial Intermediation']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']","Regulates social credit data collection, use, and protection",False,data_protection/3_local_regulations/内蒙古自治区社会信用条例(FBM-CLI.10.7672561).txt,data_protection
Chengdu Beautiful and Livable Park City Construction Regulation,2021-07-29,city,Chengdu City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/成都市美丽宜居公园城市建设条例(FBM-CLI.10.4225318).txt,data_protection
Dongguan Property Management Regulations,2024-03-29,city,Dongguan City,False,general,[],[],"['Resident Services, Repair & Other Services']",[],[],"Regulates property management, protecting owner data privacy",True,data_protection/3_local_regulations/东莞市物业管理条例(FBM-CLI.10.7449140).txt,data_protection
Decision of the Standing Committee of the Zhejiang Provincial People's Congress on the Governance of Online False Information,2021-09-29,provincial,Zhejiang Province,True,general,[],[],"['Information Transmission, Software & IT Services']",[],['Information Dissemination'],Regulates online false information to protect public interests,True,data_protection/3_local_regulations/浙江省人民代表大会常务委员会关于网络虚假信...(FBM-CLI.10.4283585).txt,data_protection
Zhejiang Province Digital Economy Promotion Regulation,2020-12-24,provincial,Zhejiang Province,True,general,[],[],"['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Public Administration, Social Security & Social Organizations']",[],[],Promotes digital economy with data security and personal information protection principles,False,data_protection/3_local_regulations/浙江省数字经济促进条例(FBM-CLI.10.1673145).txt,data_protection
Xiamen Special Economic Zone Local Financial Regulations,2020-10-30,city,Xiamen City,True,general,[],[],['Financial Intermediation'],[],[],,False,data_protection/3_local_regulations/厦门经济特区地方金融条例(FBM-CLI.10.1659113).txt,data_protection
Baoding City Express Industry Promotion Regulation,2022-07-28,city,Baoding City,False,general,[],['Security & Management'],"['Transportation, Storage & Postal Services']",[],['Information Processing'],Regulates express industry and protects user information security,True,data_protection/3_local_regulations/保定市快递业促进条例(FBM-CLI.10.5499197).txt,data_protection
Hainan Free Trade Port Digital Economy Promotion Regulation,2024-11-29,provincial,Hainan Province,False,general,[],"['Security & Management', 'Incident Response & Notification', 'Cross-Border Transfer']","['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Culture, Sports & Entertainment', 'Public Administration, Social Security & Social Organizations', 'Manufacturing', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Transportation, Storage & Postal Services', 'Wholesale & Retail Trade']",['Cross-Border Transfer'],"['Information Processing', 'Information Dissemination']",Promotes data security and cross-border data flow,False,data_protection/3_local_regulations/海南自由贸易港数字经济促进条例(FBM-CLI.10.8046934).txt,data_protection
Hunan Province Communications Regulation (2020 Amendment),2017-05-27,provincial,Hunan Province,False,general,"['Know & Decide', 'Access & Copy', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates communication services and user data protection,False,data_protection/3_local_regulations/湖南省通信条例(2020修正)(FBM-CLI.10.4066375).txt,data_protection
Taizhou Urban Rail Transit Regulations,2024-11-27,city,Taizhou City,True,general,[],[],"['Transportation, Storage & Postal Services']",[],[],,False,data_protection/3_local_regulations/台州市城市轨道交通条例(FBM-CLI.10.8189401).txt,data_protection
Regulations on Urban Gas Management of Guizhou Province (2021 Revision),2019-09-27,provincial,Guizhou Province,True,general,[],[],"['Production & Supply of Electricity, Heat, Gas & Water']",[],[],,False,data_protection/3_local_regulations/贵州省城镇燃气管理条例(2021修正)(FBM-CLI.10.4283683).txt,data_protection
Quzhou City Historical and Cultural District Protection Regulations,2021-08-01,city,Quzhou City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/衢州市历史文化街区保护条例(FBM-CLI.10.4214381).txt,data_protection
Zhejiang Province Express Industry Promotion Regulation,2021-09-29,provincial,Zhejiang Province,False,general,[],"['Security & Management', 'De-Identification']","['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services', 'Wholesale & Retail Trade']",['De-Identification'],['Information Processing'],Regulates express industry with data security and anonymization,True,data_protection/3_local_regulations/浙江省快递业促进条例(FBM-CLI.10.4283579).txt,data_protection
Tangshan Social Credit Construction Promotion Regulation,2023-11-30,city,Tangshan City,False,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Financial Intermediation', 'Information Transmission, Software & IT Services', 'Health & Social Work', 'Education']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']","Regulates social credit data collection, use, and protection",False,data_protection/3_local_regulations/唐山市社会信用建设促进条例(FBM-CLI.10.7285652).txt,data_protection
Guizhou Province Minor Protection Regulation (2021 Revision),2021-07-29,provincial,Guizhou Province,False,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Education', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Protects minors' privacy and data rights comprehensively,False,data_protection/3_local_regulations/贵州省未成年人保护条例(2021修订)(FBM-CLI.10.4215905).txt,data_protection
Shandong Province Express Industry Promotion Regulation,2024-09-26,provincial,Shandong Province,False,general,[],"['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates express industry to protect user data and ensure security,True,data_protection/3_local_regulations/山东省快递业促进条例(FBM-CLI.10.7827962).txt,data_protection
Zhejiang Province Electricity Regulation,2022-09-29,provincial,Zhejiang Province,True,general,[],[],"['Production & Supply of Electricity, Heat, Gas & Water']",[],[],,False,data_protection/3_local_regulations/浙江省电力条例(FBM-CLI.10.5573115).txt,data_protection
Wuhan Human Resources Market Promotion Regulation,2024-04-22,city,Wuhan City,False,general,[],[],"['Leasing & Business Services', 'Public Administration, Social Security & Social Organizations']",[],[],Promotes HR market development with data security measures,False,data_protection/3_local_regulations/武汉市人力资源市场促进条例(FBM-CLI.10.7434708).txt,data_protection
Resolution of the Standing Committee of Shaanxi Provincial People's Congress on Carrying out the Eighth Five-Year Rule of Law Publicity and Education,2021-07-28,provincial,Shaanxi Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/陕西省人民代表大会常务委员会关于开展第八个...(FBM-CLI.10.4218324).txt,data_protection
Inner Mongolia Autonomous Region Digital Economy Promotion Regulations,2024-05-30,provincial,Inner Mongolia Autonomous Region,False,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Manufacturing', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Transportation, Storage & Postal Services', 'Wholesale & Retail Trade', 'Public Administration, Social Security & Social Organizations', 'Culture, Sports & Entertainment', 'Resident Services, Repair & Other Services']",[],"['Information Processing', 'Information Dissemination']",Promotes data security and personal information protection,False,data_protection/3_local_regulations/内蒙古自治区数字经济促进条例(FBM-CLI.10.7543040).txt,data_protection
Decision of the Standing Committee of the Guangdong Provincial People's Congress on Strengthening Procuratorial Public Interest Litigation,2020-07-29,provincial,Guangdong Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/广东省人民代表大会常务委员会关于加强检察公...(FBM-CLI.10.1616491).txt,data_protection
Shangrao City Historical Building Protection Regulations,2019-05-01,city,Shangrao City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/上饶市历史建筑保护条例(FBM-CLI.10.1521943).txt,data_protection
"Regulations on the Protection of Historical and Cultural Cities, Towns and Villages in Zhejiang Province",2012-09-28,provincial,Zhejiang Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/浙江省历史文化名城名镇名村保护条例(FBM-CLI.10.661514).txt,data_protection
Qingyuan Residential Community Property Management Regulation,2023-02-01,city,Qingyuan City,False,general,[],[],"['Resident Services, Repair & Other Services']",[],[],Regulates property management and personal data use,False,data_protection/3_local_regulations/清远市住宅小区物业管理条例(FBM-CLI.10.5705452).txt,data_protection
Jiangxi Province Social Security Card Integrated Regulation,2022-05-31,provincial,Jiangxi Province,False,general,"['Know & Decide', 'Access & Copy', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Financial Intermediation', 'Health & Social Work']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social security card use and personal data protection,True,data_protection/3_local_regulations/江西省社会保障卡一卡通条例(FBM-CLI.10.5117991).txt,data_protection
Chongqing Municipal Audit Regulations,2023-09-27,city,Chongqing City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/重庆市审计条例(FBM-CLI.10.7182202).txt,data_protection
Hunan Province Social Credit Regulation,2022-05-26,provincial,Hunan Province,False,general,"['Access & Copy', 'Rectification', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Financial Intermediation', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']","Regulates social credit info collection, use, and protection",False,data_protection/3_local_regulations/湖南省社会信用条例(FBM-CLI.10.5117764).txt,data_protection
Yangzhou City Civilized Behavior Promotion Regulations (2023 Amendment),2020-02-01,city,Yangzhou City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/扬州市文明行为促进条例(2023修正)(FBM-CLI.10.6959408).txt,data_protection
Guangzhou Express Delivery Regulations,2023-03-31,city,Guangzhou City,False,sensitive,"['Know & Decide', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Impact Assessment', 'Incident Response & Notification', 'Outsourced Processing']","['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services', 'Wholesale & Retail Trade']","['De-Identification', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates express delivery to protect user data privacy and security,True,data_protection/3_local_regulations/广州市快递条例(FBM-CLI.10.6972417).txt,data_protection
Tianjin Minor Protection Regulation (2022 Revision),2022-09-27,city,Tianjin City,False,sensitive,"['Know & Decide', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Incident Response & Notification', 'Outsourced Processing']","['Education', 'Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects minors' privacy and personal data rights,False,data_protection/3_local_regulations/天津市未成年人保护条例(2022修订)(FBM-CLI.10.5569081).txt,data_protection
Chongqing Social Credit Regulation,2021-05-27,city,Chongqing City,False,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Compliance Audits', 'Incident Response & Notification', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Financial Intermediation', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']","Regulates social credit data collection, use, and protection",False,data_protection/3_local_regulations/重庆市社会信用条例(FBM-CLI.10.4078419).txt,data_protection
Shanwei City Optimization of Business Environment Regulation,2024-11-06,city,Shanwei City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/汕尾市优化营商环境条例(FBM-CLI.10.8190466).txt,data_protection
Gansu Province Surveying and Mapping Management Regulations (2021 Revision),2021-09-29,provincial,Gansu Province,False,general,[],['Security & Management'],"['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],['Information Processing'],Regulates surveying data security and management,False,data_protection/3_local_regulations/甘肃省测绘管理条例(2021修订)(FBM-CLI.10.4283550).txt,data_protection
